date,visitor,v_pts,home,h_pts,home_win,elo,bmi,age,rk,streak,time_diff
Wed Mar 13 2024,Toronto Raptors,104,Detroit Pistons,113,1,-69.0,0.22,-1.04,5,1.0,0.0
Wed Mar 13 2024,Brooklyn Nets,106,Orlando Magic,114,1,113.0,0.29,0.11,6,0.0,0.0
Wed Mar 13 2024,Chicago Bulls,132,Indiana Pacers,129,0,31.0,-0.43,-0.94,-12,0.0,1.0
Wed Mar 13 2024,Denver Nuggets,100,Miami Heat,88,0,-123.0,-0.42,0.34,18,0.0,-1.0
Wed Mar 13 2024,Charlotte Hornets,110,Memphis Grizzlies,98,0,84.0,0.53,0.53,-18,0.0,1.0
Wed Mar 13 2024,Cleveland Cavaliers,116,New Orleans Pelicans,95,0,12.0,0.05,-0.82,-10,1.0,-1.0
Wed Mar 13 2024,Golden State Warriors,99,Dallas Mavericks,109,1,8.0,-0.08,-1.99,14,0.0,0.0
Wed Mar 13 2024,Atlanta Hawks,102,Portland Trail Blazers,106,1,-117.0,0.14,-1.08,16,0.0,1.0
Wed Mar 13 2024,Los Angeles Lakers,107,Sacramento Kings,120,1,-21.0,-0.33,0.17,-5,0.0,2.0
Thu Mar 14 2024,Phoenix Suns,112,Boston Celtics,127,1,134.0,-1.25,-1.92,-13,0.0,1.0
Thu Mar 14 2024,Los Angeles Clippers,126,Chicago Bulls,111,0,-68.0,0.04,-2.28,4,0.0,1.0
Thu Mar 14 2024,Washington Wizards,119,Houston Rockets,135,1,196.0,0.87,1.52,7,0.0,0.0
Thu Mar 14 2024,Philadelphia 76ers,105,Milwaukee Bucks,114,1,90.0,0.48,0.35,-6,0.0,0.0
Thu Mar 14 2024,Dallas Mavericks,119,Oklahoma City Thunder,126,1,57.0,-0.33,-0.67,-11,-1.0,-1.0
Thu Mar 14 2024,New York Knicks,105,Portland Trail Blazers,93,0,-166.0,-0.49,-2.68,8,0.0,1.0
Fri Mar 15 2024,Phoenix Suns,107,Charlotte Hornets,96,0,-222.0,-2.17,-3.34,10,0.0,-1.0
Fri Mar 15 2024,Miami Heat,108,Detroit Pistons,95,0,-178.0,0.05,-2.48,-1,1.0,0.0
Fri Mar 15 2024,Orlando Magic,113,Toronto Raptors,103,0,-170.0,-0.57,0.96,-2,-1.0,0.0
Fri Mar 15 2024,Los Angeles Clippers,104,New Orleans Pelicans,112,1,-27.0,0.01,-2.94,-3,0.0,-1.0
Fri Mar 15 2024,Denver Nuggets,117,San Antonio Spurs,106,0,-329.0,-0.49,-3.56,11,-1.0,-1.0
Fri Mar 15 2024,Atlanta Hawks,122,Utah Jazz,124,1,-32.0,0.79,-1.33,4,0.0,-1.0
Sat Mar 16 2024,Cleveland Cavaliers,103,Houston Rockets,117,1,-102.0,0.39,-0.31,3,1.0,1.0
Sat Mar 16 2024,Brooklyn Nets,100,Indiana Pacers,121,1,114.0,-0.29,0.67,-10,0.0,0.0
Sat Mar 16 2024,Portland Trail Blazers,107,New Orleans Pelicans,126,1,220.0,0.26,1.37,-4,0.0,1.0
Sat Mar 16 2024,Charlotte Hornets,98,Philadelphia 76ers,109,1,139.0,0.76,3.29,-13,0.0,-1.0
Sat Mar 16 2024,Washington Wizards,98,Chicago Bulls,127,1,237.0,0.57,1.67,1,0.0,0.0
Sat Mar 16 2024,Oklahoma City Thunder,118,Memphis Grizzlies,112,0,-240.0,-0.08,0.35,4,0.0,-1.0
Sat Mar 16 2024,Golden State Warriors,128,Los Angeles Lakers,121,0,29.0,0.01,-1.36,4,0.0,0.0
Sat Mar 16 2024,Minnesota Timberwolves,119,Utah Jazz,100,0,-151.0,0.45,-2.01,-6,0.0,3.0
Sat Mar 16 2024,New York Knicks,98,Sacramento Kings,91,0,15.0,-0.72,-0.46,-10,0.0,-1.0
Sun Mar 17 2024,Phoenix Suns,129,Milwaukee Bucks,140,1,15.0,-0.94,0.3,-9,0.0,-1.0
Sun Mar 17 2024,Miami Heat,104,Detroit Pistons,101,0,-190.0,0.05,-2.48,-1,0.0,0.0
Sun Mar 17 2024,Denver Nuggets,105,Dallas Mavericks,107,1,-102.0,-0.46,-1.16,4,-1.0,-1.0
Sun Mar 17 2024,Toronto Raptors,96,Orlando Magic,111,1,184.0,0.57,-0.96,2,1.0,0.0
Sun Mar 17 2024,Boston Celtics,130,Washington Wizards,104,0,-434.0,-0.26,-1.64,17,-1.0,2.0
Sun Mar 17 2024,Brooklyn Nets,115,San Antonio Spurs,122,1,-89.0,-0.17,-1.39,3,0.0,-1.0
Sun Mar 17 2024,Atlanta Hawks,110,Los Angeles Clippers,93,0,142.0,0.39,3.22,15,0.0,0.0
Mon Mar 18 2024,Cleveland Cavaliers,108,Indiana Pacers,103,0,-35.0,-0.34,-1.11,-15,0.0,0.0
Mon Mar 18 2024,Detroit Pistons,94,Boston Celtics,119,1,387.0,-0.11,1.55,-25,1.0,0.0
Mon Mar 18 2024,Miami Heat,91,Philadelphia 76ers,98,1,-48.0,-0.22,0.93,-16,0.0,-1.0
Mon Mar 18 2024,Portland Trail Blazers,107,Chicago Bulls,110,1,156.0,0.29,2.03,3,0.0,0.0
Mon Mar 18 2024,Minnesota Timberwolves,114,Utah Jazz,104,0,-165.0,0.45,-2.01,-6,0.0,0.0
Mon Mar 18 2024,New York Knicks,119,Golden State Warriors,112,0,-19.0,-0.4,0.73,-9,0.0,0.0
Mon Mar 18 2024,Memphis Grizzlies,111,Sacramento Kings,121,1,167.0,0.17,1.12,-8,0.0,0.0
Mon Mar 18 2024,Atlanta Hawks,105,Los Angeles Lakers,136,1,81.0,0.25,0.97,3,0.0,-1.0
Tue Mar 19 2024,Charlotte Hornets,92,Orlando Magic,112,1,235.0,1.37,-0.05,-1,0.0,1.0
Tue Mar 19 2024,Houston Rockets,137,Washington Wizards,114,0,-230.0,-0.87,-1.52,-7,-2.0,1.0
Tue Mar 19 2024,New Orleans Pelicans,104,Brooklyn Nets,91,0,-201.0,-0.1,-0.95,5,0.0,1.0
Tue Mar 19 2024,Dallas Mavericks,113,San Antonio Spurs,107,0,-233.0,-0.03,-2.39,7,0.0,0.0
Tue Mar 19 2024,Denver Nuggets,115,Minnesota Timberwolves,112,0,-32.0,-0.27,-0.82,1,0.0,1.0
Wed Mar 20 2024,Miami Heat,107,Cleveland Cavaliers,104,0,74.0,0.16,-0.73,-5,0.0,0.0
Wed Mar 20 2024,Indiana Pacers,122,Detroit Pistons,103,0,-207.0,0.23,-0.64,19,0.0,0.0
Wed Mar 20 2024,Milwaukee Bucks,119,Boston Celtics,122,1,123.0,-0.32,-2.21,-4,1.0,1.0
Wed Mar 20 2024,Sacramento Kings,123,Toronto Raptors,89,0,-196.0,0.1,-0.74,23,-1.0,-1.0
Wed Mar 20 2024,Utah Jazz,107,Oklahoma City Thunder,119,1,206.0,-0.96,1.0,-2,0.0,-2.0
Wed Mar 20 2024,Memphis Grizzlies,116,Golden State Warriors,137,1,155.0,0.49,2.31,-7,0.0,0.0
Wed Mar 20 2024,Philadelphia 76ers,102,Phoenix Suns,115,1,61.0,1.41,0.06,3,0.0,-1.0
Wed Mar 20 2024,Los Angeles Clippers,116,Portland Trail Blazers,103,0,-216.0,-0.25,-4.3,1,0.0,1.0
Thu Mar 21 2024,New Orleans Pelicans,106,Orlando Magic,121,1,-37.0,0.18,-0.84,11,1.0,0.0
Thu Mar 21 2024,Sacramento Kings,102,Washington Wizards,109,1,-298.0,-0.04,-1.87,20,-1.0,-1.0
Thu Mar 21 2024,Chicago Bulls,117,Houston Rockets,127,1,-21.0,0.31,-0.15,6,1.0,1.0
Thu Mar 21 2024,Brooklyn Nets,108,Milwaukee Bucks,115,1,193.0,0.15,3.8,-12,1.0,1.0
Thu Mar 21 2024,Utah Jazz,97,Dallas Mavericks,113,1,150.0,-0.63,1.67,9,0.0,-1.0
Thu Mar 21 2024,New York Knicks,100,Denver Nuggets,113,1,77.0,-0.02,-0.1,1,-1.0,1.0
Thu Mar 21 2024,Atlanta Hawks,115,Phoenix Suns,128,1,105.0,1.38,2.83,14,0.0,2.0
Fri Mar 22 2024,Boston Celtics,129,Detroit Pistons,102,0,-405.0,0.11,-1.55,25,-2.0,0.0
Fri Mar 22 2024,Oklahoma City Thunder,123,Toronto Raptors,103,0,-284.0,0.19,0.73,19,-1.0,0.0
Fri Mar 22 2024,New Orleans Pelicans,111,Miami Heat,88,0,-62.0,-0.21,1.56,15,0.0,-1.0
Fri Mar 22 2024,Cleveland Cavaliers,91,Minnesota Timberwolves,104,1,27.0,-0.01,-0.43,-12,0.0,-1.0
Fri Mar 22 2024,Memphis Grizzlies,99,San Antonio Spurs,97,0,-41.0,0.38,-2.08,14,1.0,-1.0
Fri Mar 22 2024,Indiana Pacers,123,Golden State Warriors,111,0,6.0,0.23,2.33,-8,0.0,0.0
Fri Mar 22 2024,Los Angeles Clippers,125,Portland Trail Blazers,117,0,-226.0,-0.25,-4.3,1,-1.0,0.0
Fri Mar 22 2024,Philadelphia 76ers,94,Los Angeles Lakers,101,1,75.0,0.28,-1.81,-8,0.0,-2.0
Sat Mar 23 2024,Brooklyn Nets,93,New York Knicks,105,1,183.0,0.33,2.27,-9,1.0,0.0
Sat Mar 23 2024,Sacramento Kings,109,Orlando Magic,107,0,32.0,0.67,-1.7,25,1.0,0.0
Sat Mar 23 2024,Charlotte Hornets,91,Atlanta Hawks,132,1,130.0,0.79,0.51,-24,0.0,2.0
Sat Mar 23 2024,Boston Celtics,124,Chicago Bulls,113,0,-207.0,0.31,0.03,18,-1.0,-1.0
Sat Mar 23 2024,Utah Jazz,119,Houston Rockets,147,1,104.0,-0.04,2.13,21,2.0,0.0
Sat Mar 23 2024,Phoenix Suns,131,San Antonio Spurs,106,0,-251.0,-1.26,-4.89,6,0.0,1.0
Sat Mar 23 2024,Toronto Raptors,109,Washington Wizards,112,1,-66.0,-0.15,-1.12,-3,1.0,-1.0
Sat Mar 23 2024,Denver Nuggets,114,Portland Trail Blazers,111,0,-312.0,-0.47,-2.59,7,-1.0,1.0
Sun Mar 24 2024,New Orleans Pelicans,114,Detroit Pistons,101,0,-285.0,-0.16,-0.93,14,-1.0,0.0
Sun Mar 24 2024,Philadelphia 76ers,121,Los Angeles Clippers,107,0,112.0,0.42,0.44,4,0.0,0.0
Sun Mar 24 2024,Cleveland Cavaliers,84,Miami Heat,121,1,-43.0,-0.16,0.73,5,0.0,0.0
Sun Mar 24 2024,Oklahoma City Thunder,93,Milwaukee Bucks,118,1,-58.0,0.62,3.46,3,-1.0,-1.0
Sun Mar 24 2024,Golden State Warriors,110,Minnesota Timberwolves,114,1,80.0,0.11,-1.65,11,0.0,0.0
Sun Mar 24 2024,Indiana Pacers,145,Los Angeles Lakers,150,1,19.0,0.24,0.97,-4,0.0,0.0
Mon Mar 25 2024,Charlotte Hornets,92,Cleveland Cavaliers,115,1,248.0,1.13,1.62,-2,1.0,1.0
Mon Mar 25 2024,Boston Celtics,118,Atlanta Hawks,120,1,-271.0,-0.13,-0.92,-1,-1.0,0.0
Mon Mar 25 2024,Detroit Pistons,99,New York Knicks,124,1,258.0,0.39,2.24,-18,1.0,-1.0
Mon Mar 25 2024,Brooklyn Nets,96,Toronto Raptors,88,0,-37.0,-0.28,1.07,4,0.0,0.0
Mon Mar 25 2024,Washington Wizards,107,Chicago Bulls,105,0,208.0,0.57,1.67,1,0.0,0.0
Mon Mar 25 2024,Portland Trail Blazers,92,Houston Rockets,110,1,181.0,0.6,1.88,9,2.0,0.0
Mon Mar 25 2024,Phoenix Suns,102,San Antonio Spurs,104,1,-261.0,-1.26,-4.89,6,0.0,0.0
Mon Mar 25 2024,Memphis Grizzlies,103,Denver Nuggets,128,1,278.0,0.87,1.48,3,0.0,1.0
Mon Mar 25 2024,Dallas Mavericks,115,Utah Jazz,105,0,-173.0,0.63,-1.67,-9,-1.0,2.0
Mon Mar 25 2024,Philadelphia 76ers,96,Sacramento Kings,108,1,86.0,-0.06,-1.63,-13,0.0,-1.0
Mon Mar 25 2024,Indiana Pacers,133,Los Angeles Clippers,116,0,38.0,0.39,3.22,8,0.0,0.0
Tue Mar 26 2024,Golden State Warriors,113,Miami Heat,92,0,-12.0,-0.04,-0.49,28,0.0,0.0
Tue Mar 26 2024,Los Angeles Lakers,128,Milwaukee Bucks,124,0,22.0,0.2,2.16,2,0.0,0.0
Tue Mar 26 2024,Oklahoma City Thunder,119,New Orleans Pelicans,112,0,-47.0,0.57,0.62,10,-1.0,0.0
Tue Mar 26 2024,Dallas Mavericks,132,Sacramento Kings,96,0,-22.0,-0.24,0.81,-15,0.0,0.0
Wed Mar 27 2024,Cleveland Cavaliers,111,Charlotte Hornets,118,1,-248.0,-1.13,-1.62,2,-1.0,0.0
Wed Mar 27 2024,Golden State Warriors,101,Orlando Magic,93,0,36.0,0.35,-2.89,24,0.0,-3.0
Wed Mar 27 2024,Brooklyn Nets,122,Washington Wizards,119,0,-75.0,-0.43,-0.06,1,1.0,0.0
Wed Mar 27 2024,Portland Trail Blazers,106,Atlanta Hawks,120,1,109.0,-0.14,1.08,-16,1.0,0.0
Wed Mar 27 2024,Los Angeles Clippers,108,Philadelphia 76ers,107,0,-112.0,-0.42,-0.44,-4,0.0,0.0
Wed Mar 27 2024,New York Knicks,145,Toronto Raptors,101,0,-232.0,-0.61,-1.2,13,-1.0,0.0
Wed Mar 27 2024,Indiana Pacers,99,Chicago Bulls,125,1,-37.0,0.43,0.94,12,0.0,0.0
Wed Mar 27 2024,Los Angeles Lakers,136,Memphis Grizzlies,124,0,-183.0,-0.5,-0.95,3,0.0,-1.0
Wed Mar 27 2024,Detroit Pistons,91,Minnesota Timberwolves,106,1,295.0,0.1,1.32,-16,1.0,-1.0
Wed Mar 27 2024,Houston Rockets,132,Oklahoma City Thunder,126,0,116.0,-0.92,-1.13,-23,0.0,1.0
Wed Mar 27 2024,San Antonio Spurs,118,Utah Jazz,111,0,93.0,0.66,0.72,-16,-1.0,0.0
Wed Mar 27 2024,Phoenix Suns,104,Denver Nuggets,97,0,85.0,-0.77,-1.33,-5,0.0,0.0
Thu Mar 28 2024,Boston Celtics,122,Atlanta Hawks,123,1,-271.0,-0.13,-0.92,-1,-1.0,2.0
Thu Mar 28 2024,Milwaukee Bucks,100,New Orleans Pelicans,107,1,11.0,-0.05,-2.84,7,0.0,0.0
Fri Mar 29 2024,Golden State Warriors,115,Charlotte Hornets,97,0,-217.0,-1.02,-2.84,25,-1.0,0.0
Fri Mar 29 2024,Los Angeles Lakers,90,Indiana Pacers,109,1,-19.0,-0.24,-0.97,4,0.0,0.0
Fri Mar 29 2024,Los Angeles Clippers,100,Orlando Magic,97,0,-20.0,0.19,-3.78,8,0.0,0.0
Fri Mar 29 2024,Detroit Pistons,96,Washington Wizards,87,0,-12.0,-0.37,-0.08,-8,1.0,0.0
Fri Mar 29 2024,Chicago Bulls,108,Brooklyn Nets,125,1,-133.0,-0.14,-1.61,-2,-1.0,0.0
Fri Mar 29 2024,Philadelphia 76ers,114,Cleveland Cavaliers,117,1,87.0,0.38,-1.67,11,0.0,0.0
Fri Mar 29 2024,Portland Trail Blazers,82,Miami Heat,142,1,168.0,0.05,2.93,11,1.0,-1.0
Fri Mar 29 2024,Phoenix Suns,103,Oklahoma City Thunder,128,1,70.0,-1.56,-3.17,-12,1.0,0.0
Fri Mar 29 2024,New York Knicks,126,San Antonio Spurs,130,1,-257.0,-0.5,-3.66,12,0.0,0.0
Fri Mar 29 2024,Minnesota Timberwolves,111,Denver Nuggets,98,0,52.0,0.27,0.82,-1,0.0,0.0
Fri Mar 29 2024,Houston Rockets,101,Utah Jazz,100,0,-122.0,0.04,-2.13,-21,-2.0,0.0
Fri Mar 29 2024,Dallas Mavericks,107,Sacramento Kings,103,0,-22.0,-0.24,0.81,-15,0.0,0.0
Sat Mar 30 2024,Boston Celtics,104,New Orleans Pelicans,92,0,-130.0,0.27,-0.63,11,-1.0,0.0
Sat Mar 30 2024,Memphis Grizzlies,88,Orlando Magic,118,1,182.0,0.84,-0.58,17,0.0,2.0
Sat Mar 30 2024,Milwaukee Bucks,122,Atlanta Hawks,113,0,-130.0,-0.45,-3.13,-5,0.0,0.0
Sun Mar 31 2024,Cleveland Cavaliers,101,Denver Nuggets,130,1,101.0,0.26,0.39,-13,0.0,0.0
Sun Mar 31 2024,Los Angeles Lakers,116,Brooklyn Nets,104,0,-189.0,0.05,-1.64,14,-1.0,0.0
Sun Mar 31 2024,Los Angeles Clippers,130,Charlotte Hornets,118,0,-273.0,-1.18,-3.73,9,-1.0,0.0
Sun Mar 31 2024,Philadelphia 76ers,135,Toronto Raptors,120,0,-133.0,0.04,-2.38,10,-1.0,-2.0
Sun Mar 31 2024,Miami Heat,119,Washington Wizards,107,0,-215.0,-0.32,-2.57,-9,0.0,0.0
Sun Mar 31 2024,Dallas Mavericks,125,Houston Rockets,107,0,-51.0,0.59,0.46,12,1.0,0.0
Sun Mar 31 2024,Chicago Bulls,109,Minnesota Timberwolves,101,0,99.0,-0.1,-0.26,-9,0.0,0.0
Sun Mar 31 2024,Oklahoma City Thunder,113,New York Knicks,112,0,-74.0,0.8,1.94,6,-1.0,0.0
Sun Mar 31 2024,Golden State Warriors,117,San Antonio Spurs,113,0,-214.0,-0.11,-4.39,21,0.0,0.0
Sun Mar 31 2024,Utah Jazz,106,Sacramento Kings,127,1,151.0,-0.87,2.48,-6,1.0,0.0
Mon Apr 1 2024,Boston Celtics,118,Charlotte Hornets,104,0,-417.0,-0.91,-1.43,23,-2.0,1.0
Mon Apr 1 2024,Memphis Grizzlies,110,Detroit Pistons,108,0,-69.0,0.49,-0.66,20,-1.0,-1.0
Mon Apr 1 2024,Brooklyn Nets,111,Indiana Pacers,133,1,170.0,-0.29,0.67,-10,1.0,-2.0
Mon Apr 1 2024,Portland Trail Blazers,103,Orlando Magic,104,1,216.0,0.44,0.53,7,1.0,1.0
Mon Apr 1 2024,Atlanta Hawks,113,Chicago Bulls,101,0,52.0,0.44,0.94,19,0.0,1.0
Mon Apr 1 2024,Phoenix Suns,124,New Orleans Pelicans,111,0,23.0,-0.98,-2.55,-2,0.0,1.0
Tue Apr 2 2024,Los Angeles Lakers,128,Toronto Raptors,111,0,-226.0,-0.23,-0.57,18,-1.0,0.0
Tue Apr 2 2024,Milwaukee Bucks,113,Washington Wizards,117,1,-286.0,-0.58,-3.85,13,0.0,1.0
Tue Apr 2 2024,New York Knicks,99,Miami Heat,109,1,-55.0,-0.44,0.24,19,0.0,0.0
Tue Apr 2 2024,Oklahoma City Thunder,105,Philadelphia 76ers,109,1,-173.0,0.15,3.11,9,-1.0,0.0
Tue Apr 2 2024,Houston Rockets,106,Minnesota Timberwolves,113,1,79.0,-0.4,-0.12,-15,-1.0,0.0
Tue Apr 2 2024,San Antonio Spurs,105,Denver Nuggets,110,1,346.0,0.49,3.56,-11,0.0,0.0
Tue Apr 2 2024,Cleveland Cavaliers,129,Utah Jazz,113,0,-152.0,0.44,-2.44,-18,-1.0,0.0
Tue Apr 2 2024,Dallas Mavericks,100,Golden State Warriors,104,1,-52.0,0.08,1.99,-14,0.0,0.0
Tue Apr 2 2024,Los Angeles Clippers,95,Sacramento Kings,109,1,-26.0,-0.48,-2.08,-17,0.0,0.0
Wed Apr 3 2024,Portland Trail Blazers,89,Charlotte Hornets,86,0,-37.0,-0.93,0.57,8,0.0,0.0
Wed Apr 3 2024,Los Angeles Lakers,125,Washington Wizards,120,0,-264.0,-0.38,-1.69,15,0.0,0.0
Wed Apr 3 2024,Detroit Pistons,113,Atlanta Hawks,121,1,144.0,-0.24,0.64,-26,1.0,0.0
Wed Apr 3 2024,Oklahoma City Thunder,100,Boston Celtics,135,1,83.0,0.3,1.25,-1,0.0,-1.0
Wed Apr 3 2024,Indiana Pacers,111,Brooklyn Nets,115,1,-170.0,0.29,-0.67,10,-1.0,0.0
Wed Apr 3 2024,Memphis Grizzlies,111,Milwaukee Bucks,101,0,205.0,0.7,3.11,-1,0.0,1.0
Wed Apr 3 2024,Toronto Raptors,85,Minnesota Timberwolves,133,1,269.0,0.32,0.28,-11,1.0,0.0
Wed Apr 3 2024,Orlando Magic,117,New Orleans Pelicans,108,0,34.0,-0.18,0.84,-11,0.0,0.0
Wed Apr 3 2024,Cleveland Cavaliers,101,Phoenix Suns,122,1,16.0,1.04,1.72,-8,0.0,-1.0
Thu Apr 4 2024,Atlanta Hawks,95,Dallas Mavericks,109,1,123.0,0.16,0.34,13,0.0,-1.0
Thu Apr 4 2024,Philadelphia 76ers,109,Miami Heat,105,0,44.0,0.22,-0.93,16,0.0,0.0
Thu Apr 4 2024,Sacramento Kings,109,New York Knicks,120,1,13.0,0.72,0.46,10,0.0,0.0
Thu Apr 4 2024,Golden State Warriors,133,Houston Rockets,110,0,1.0,0.51,-1.54,26,1.0,0.0
Thu Apr 4 2024,Denver Nuggets,100,Los Angeles Clippers,102,1,-76.0,-0.22,1.72,6,0.0,0.0
Fri Apr 5 2024,Orlando Magic,115,Charlotte Hornets,124,1,-253.0,-1.37,0.05,1,-1.0,0.0
Fri Apr 5 2024,Oklahoma City Thunder,112,Indiana Pacers,126,1,-99.0,0.18,0.33,5,-1.0,0.0
Fri Apr 5 2024,Portland Trail Blazers,108,Washington Wizards,102,0,-47.0,-0.27,0.36,2,1.0,0.0
Fri Apr 5 2024,Sacramento Kings,100,Boston Celtics,101,1,170.0,0.22,-0.23,3,1.0,-1.0
Fri Apr 5 2024,New York Knicks,100,Chicago Bulls,108,1,-62.0,-0.19,-0.66,11,0.0,-3.0
Fri Apr 5 2024,Miami Heat,119,Houston Rockets,104,0,13.0,0.55,-1.05,-2,1.0,0.0
Fri Apr 5 2024,Detroit Pistons,90,Memphis Grizzlies,108,1,69.0,-0.49,0.66,-20,1.0,0.0
Fri Apr 5 2024,Toronto Raptors,117,Milwaukee Bucks,111,0,248.0,0.43,2.73,-16,1.0,0.0
Fri Apr 5 2024,San Antonio Spurs,111,New Orleans Pelicans,109,0,284.0,0.27,2.34,-8,0.0,1.0
Fri Apr 5 2024,Golden State Warriors,106,Dallas Mavericks,108,1,52.0,-0.08,-1.99,14,0.0,0.0
Fri Apr 5 2024,Minnesota Timberwolves,87,Phoenix Suns,97,1,-33.0,1.04,2.15,4,0.0,0.0
Fri Apr 5 2024,Utah Jazz,102,Los Angeles Clippers,131,1,177.0,-0.39,4.56,11,1.0,2.0
Sat Apr 6 2024,Cleveland Cavaliers,97,Los Angeles Lakers,116,1,6.0,-0.1,-0.14,-19,0.0,0.0
Sat Apr 6 2024,Detroit Pistons,103,Brooklyn Nets,113,1,63.0,0.06,-0.03,-9,0.0,-2.0
Sat Apr 6 2024,Philadelphia 76ers,116,Memphis Grizzlies,96,0,-90.0,-0.23,-2.76,-5,0.0,1.0
Sat Apr 6 2024,Atlanta Hawks,110,Denver Nuggets,142,1,203.0,0.61,1.5,9,0.0,0.0
Sun Apr 7 2024,Houston Rockets,136,Dallas Mavericks,147,1,51.0,-0.59,-0.46,-12,-1.0,0.0
Sun Apr 7 2024,Cleveland Cavaliers,118,Los Angeles Clippers,120,1,25.0,0.05,2.11,-7,0.0,-1.0
Sun Apr 7 2024,Miami Heat,115,Indiana Pacers,117,1,30.0,-0.19,-1.84,-20,0.0,0.0
Sun Apr 7 2024,Portland Trail Blazers,107,Boston Celtics,124,1,380.0,-0.01,2.0,-15,2.0,0.0
Sun Apr 7 2024,Oklahoma City Thunder,121,Charlotte Hornets,118,0,-334.0,-0.61,-0.18,22,-2.0,0.0
Sun Apr 7 2024,Chicago Bulls,98,Orlando Magic,113,1,55.0,0.15,-1.5,4,0.0,0.0
Sun Apr 7 2024,New Orleans Pelicans,113,Phoenix Suns,105,0,-23.0,0.98,2.55,2,0.0,0.0
Sun Apr 7 2024,Washington Wizards,122,Toronto Raptors,130,1,38.0,0.15,1.12,3,-1.0,0.0
Sun Apr 7 2024,New York Knicks,122,Milwaukee Bucks,109,0,16.0,-0.18,1.53,-3,0.0,0.0
Sun Apr 7 2024,Philadelphia 76ers,133,San Antonio Spurs,126,0,-158.0,0.15,-4.83,9,0.0,-1.0
Sun Apr 7 2024,Sacramento Kings,107,Brooklyn Nets,77,0,-182.0,0.38,-1.81,19,-1.0,1.0
Sun Apr 7 2024,Utah Jazz,110,Golden State Warriors,118,1,121.0,-0.55,3.67,-5,1.0,0.0
Sun Apr 7 2024,Minnesota Timberwolves,127,Los Angeles Lakers,117,0,-43.0,-0.09,0.29,-7,0.0,1.0
Tue Apr 9 2024,Dallas Mavericks,130,Charlotte Hornets,104,0,-269.0,-0.94,-0.85,11,-1.0,0.0
Tue Apr 9 2024,Detroit Pistons,102,Philadelphia 76ers,120,1,159.0,-0.27,3.42,-15,1.0,1.0
Tue Apr 9 2024,Indiana Pacers,140,Toronto Raptors,123,0,-207.0,0.01,0.4,14,-1.0,0.0
Tue Apr 9 2024,Miami Heat,117,Atlanta Hawks,111,0,-59.0,-0.19,-1.84,-27,0.0,-1.0
Tue Apr 9 2024,Boston Celtics,91,Milwaukee Bucks,104,1,-141.0,0.32,2.21,4,-1.0,0.0
Tue Apr 9 2024,New York Knicks,128,Chicago Bulls,117,0,-62.0,-0.19,-0.66,11,0.0,0.0
Tue Apr 9 2024,Orlando Magic,106,Houston Rockets,118,1,-35.0,0.16,1.35,2,1.0,0.0
Tue Apr 9 2024,San Antonio Spurs,102,Memphis Grizzlies,87,0,68.0,-0.38,2.08,-14,0.0,-1.0
Tue Apr 9 2024,Washington Wizards,121,Minnesota Timberwolves,130,1,307.0,0.47,1.4,-8,0.0,0.0
Tue Apr 9 2024,Sacramento Kings,105,Oklahoma City Thunder,112,1,87.0,-0.09,-1.48,4,1.0,0.0
Tue Apr 9 2024,Denver Nuggets,111,Utah Jazz,95,0,-253.0,0.17,-2.84,-5,-1.0,1.0
Tue Apr 9 2024,Golden State Warriors,134,Los Angeles Lakers,120,0,37.0,0.01,-1.36,4,0.0,0.0
Tue Apr 9 2024,Los Angeles Clippers,105,Phoenix Suns,92,0,-9.0,0.99,-0.39,-1,0.0,0.0
Tue Apr 9 2024,New Orleans Pelicans,110,Portland Trail Blazers,100,0,-250.0,-0.26,-1.37,4,-1.0,0.0
Wed Apr 10 2024,Memphis Grizzlies,98,Cleveland Cavaliers,110,1,177.0,0.6,1.09,16,0.0,-2.0
Wed Apr 10 2024,Charlotte Hornets,115,Atlanta Hawks,114,0,146.0,0.79,0.51,-24,1.0,0.0
Wed Apr 10 2024,Toronto Raptors,102,Brooklyn Nets,106,1,37.0,0.28,-1.07,-4,0.0,-2.0
Wed Apr 10 2024,Dallas Mavericks,111,Miami Heat,92,0,-64.0,0.04,1.51,14,0.0,0.0
Wed Apr 10 2024,Orlando Magic,99,Milwaukee Bucks,117,1,23.0,-0.14,3.68,-18,0.0,0.0
Wed Apr 10 2024,San Antonio Spurs,89,Oklahoma City Thunder,127,1,331.0,-0.3,1.72,-18,1.0,0.0
Wed Apr 10 2024,Minnesota Timberwolves,107,Denver Nuggets,116,1,52.0,0.27,0.82,-1,0.0,0.0
Wed Apr 10 2024,Phoenix Suns,124,Los Angeles Clippers,108,0,9.0,-0.99,0.39,1,0.0,0.0
Thu Apr 11 2024,Chicago Bulls,127,Detroit Pistons,105,0,-196.0,-0.2,-1.58,7,-1.0,0.0
Thu Apr 11 2024,New York Knicks,118,Boston Celtics,109,0,157.0,-0.5,-0.69,-7,1.0,0.0
Thu Apr 11 2024,Houston Rockets,121,Utah Jazz,124,1,-122.0,0.04,-2.13,-21,-2.0,0.0
Thu Apr 11 2024,Golden State Warriors,100,Portland Trail Blazers,92,0,-180.0,-0.09,-3.42,17,-1.0,0.0
Thu Apr 11 2024,New Orleans Pelicans,135,Sacramento Kings,123,0,-40.0,-0.49,0.86,-14,0.0,0.0
