date,visitor,v_pts,home,h_pts,home_win
Tue Oct 24 2023,Los Angeles Lakers,107,Denver Nuggets,119,1
Tue Oct 24 2023,Phoenix Suns,108,Golden State Warriors,104,0
Wed Oct 25 2023,Houston Rockets,86,Orlando Magic,116,1
Wed Oct 25 2023,Boston Celtics,108,New York Knicks,104,0
Wed Oct 25 2023,Washington Wizards,120,Indiana Pacers,143,1
Wed Oct 25 2023,Atlanta Hawks,110,Charlotte Hornets,116,1
Wed Oct 25 2023,Detroit Pistons,102,Miami Heat,103,1
Wed Oct 25 2023,Minnesota Timberwolves,94,Toronto Raptors,97,1
Wed Oct 25 2023,Cleveland Cavaliers,114,Brooklyn Nets,113,0
Wed Oct 25 2023,New Orleans Pelicans,111,Memphis Grizzlies,104,0
Wed Oct 25 2023,Oklahoma City Thunder,124,Chicago Bulls,104,0
Wed Oct 25 2023,Sacramento Kings,130,Utah Jazz,114,0
Wed Oct 25 2023,Dallas Mavericks,126,San Antonio Spurs,119,0
Wed Oct 25 2023,Portland Trail Blazers,111,Los Angeles Clippers,123,1
Thu Oct 26 2023,Philadelphia 76ers,117,Milwaukee Bucks,118,1
Thu Oct 26 2023,Phoenix Suns,95,Los Angeles Lakers,100,1
Fri Oct 27 2023,Denver Nuggets,108,Memphis Grizzlies,104,0
Fri Oct 27 2023,Detroit Pistons,111,Charlotte Hornets,99,0
Fri Oct 27 2023,New York Knicks,126,Atlanta Hawks,120,0
Fri Oct 27 2023,Oklahoma City Thunder,108,Cleveland Cavaliers,105,0
Fri Oct 27 2023,Miami Heat,111,Boston Celtics,119,1
Fri Oct 27 2023,Toronto Raptors,103,Chicago Bulls,104,1
Fri Oct 27 2023,Houston Rockets,122,San Antonio Spurs,126,1
Fri Oct 27 2023,Brooklyn Nets,120,Dallas Mavericks,125,1
Fri Oct 27 2023,Los Angeles Clippers,118,Utah Jazz,120,1
Fri Oct 27 2023,Orlando Magic,102,Portland Trail Blazers,97,0
Fri Oct 27 2023,Golden State Warriors,122,Sacramento Kings,114,0
Sat Oct 28 2023,Chicago Bulls,102,Detroit Pistons,118,1
Sat Oct 28 2023,Memphis Grizzlies,106,Washington Wizards,113,1
Sat Oct 28 2023,New York Knicks,87,New Orleans Pelicans,96,1
Sat Oct 28 2023,Indiana Pacers,125,Cleveland Cavaliers,113,0
Sat Oct 28 2023,Philadelphia 76ers,114,Toronto Raptors,107,0
Sat Oct 28 2023,Miami Heat,90,Minnesota Timberwolves,106,1
Sat Oct 28 2023,Utah Jazz,104,Phoenix Suns,126,1
Sun Oct 29 2023,Denver Nuggets,128,Oklahoma City Thunder,95,0
Sun Oct 29 2023,Golden State Warriors,106,Houston Rockets,95,0
Sun Oct 29 2023,Atlanta Hawks,127,Milwaukee Bucks,110,0
Sun Oct 29 2023,Portland Trail Blazers,98,Philadelphia 76ers,126,1
Sun Oct 29 2023,San Antonio Spurs,83,Los Angeles Clippers,123,1
Sun Oct 29 2023,Los Angeles Lakers,127,Sacramento Kings,132,1
Mon Oct 30 2023,Chicago Bulls,112,Indiana Pacers,105,0
Mon Oct 30 2023,Boston Celtics,126,Washington Wizards,107,0
Mon Oct 30 2023,Brooklyn Nets,133,Charlotte Hornets,121,0
Mon Oct 30 2023,Portland Trail Blazers,99,Toronto Raptors,91,0
Mon Oct 30 2023,Minnesota Timberwolves,113,Atlanta Hawks,127,1
Mon Oct 30 2023,Dallas Mavericks,125,Memphis Grizzlies,110,0
Mon Oct 30 2023,Miami Heat,114,Milwaukee Bucks,122,1
Mon Oct 30 2023,Golden State Warriors,130,New Orleans Pelicans,102,0
Mon Oct 30 2023,Detroit Pistons,112,Oklahoma City Thunder,124,1
Mon Oct 30 2023,Utah Jazz,102,Denver Nuggets,110,1
Mon Oct 30 2023,Orlando Magic,103,Los Angeles Lakers,106,1
Tue Oct 31 2023,New York Knicks,109,Cleveland Cavaliers,91,0
Tue Oct 31 2023,San Antonio Spurs,115,Phoenix Suns,114,0
Tue Oct 31 2023,Orlando Magic,102,Los Angeles Clippers,118,1
Wed Nov 1 2023,Portland Trail Blazers,110,Detroit Pistons,101,0
Wed Nov 1 2023,Milwaukee Bucks,111,Toronto Raptors,130,1
Wed Nov 1 2023,Washington Wizards,121,Atlanta Hawks,130,1
Wed Nov 1 2023,Indiana Pacers,104,Boston Celtics,155,1
Wed Nov 1 2023,Brooklyn Nets,109,Miami Heat,105,0
Wed Nov 1 2023,Cleveland Cavaliers,95,New York Knicks,89,0
Wed Nov 1 2023,New Orleans Pelicans,110,Oklahoma City Thunder,106,0
Wed Nov 1 2023,Charlotte Hornets,119,Houston Rockets,128,1
Wed Nov 1 2023,Denver Nuggets,89,Minnesota Timberwolves,110,1
Wed Nov 1 2023,Chicago Bulls,105,Dallas Mavericks,114,1
Wed Nov 1 2023,Memphis Grizzlies,109,Utah Jazz,133,1
Wed Nov 1 2023,Sacramento Kings,101,Golden State Warriors,102,1
Wed Nov 1 2023,Los Angeles Clippers,125,Los Angeles Lakers,130,1
Thu Nov 2 2023,Toronto Raptors,99,Philadelphia 76ers,114,1
Thu Nov 2 2023,Detroit Pistons,116,New Orleans Pelicans,125,1
Thu Nov 2 2023,Orlando Magic,115,Utah Jazz,113,0
Thu Nov 2 2023,San Antonio Spurs,132,Phoenix Suns,121,0
Fri Nov 3 2023,Cleveland Cavaliers,116,Indiana Pacers,121,1
Fri Nov 3 2023,New York Knicks,105,Milwaukee Bucks,110,1
Fri Nov 3 2023,Brooklyn Nets,109,Chicago Bulls,107,0
Fri Nov 3 2023,Washington Wizards,114,Miami Heat,121,1
Fri Nov 3 2023,Golden State Warriors,141,Oklahoma City Thunder,139,0
Fri Nov 3 2023,Dallas Mavericks,114,Denver Nuggets,125,1
Fri Nov 3 2023,Memphis Grizzlies,113,Portland Trail Blazers,115,1
Sat Nov 4 2023,Phoenix Suns,100,Philadelphia 76ers,112,1
Sat Nov 4 2023,Charlotte Hornets,125,Indiana Pacers,124,0
Sat Nov 4 2023,Atlanta Hawks,123,New Orleans Pelicans,105,0
Sat Nov 4 2023,Los Angeles Lakers,101,Orlando Magic,120,1
Sat Nov 4 2023,Boston Celtics,124,Brooklyn Nets,114,0
Sat Nov 4 2023,Sacramento Kings,89,Houston Rockets,107,1
Sat Nov 4 2023,Utah Jazz,95,Minnesota Timberwolves,123,1
Sat Nov 4 2023,Chicago Bulls,101,Denver Nuggets,123,1
Sun Nov 5 2023,Phoenix Suns,120,Detroit Pistons,106,0
Sun Nov 5 2023,Toronto Raptors,123,San Antonio Spurs,116,0
Sun Nov 5 2023,Golden State Warriors,104,Cleveland Cavaliers,115,1
Sun Nov 5 2023,Charlotte Hornets,118,Dallas Mavericks,124,1
Sun Nov 5 2023,Memphis Grizzlies,112,Portland Trail Blazers,100,0
Mon Nov 6 2023,Golden State Warriors,120,Detroit Pistons,109,0
Mon Nov 6 2023,San Antonio Spurs,111,Indiana Pacers,152,1
Mon Nov 6 2023,Dallas Mavericks,117,Orlando Magic,102,0
Mon Nov 6 2023,Washington Wizards,128,Philadelphia 76ers,146,1
Mon Nov 6 2023,Milwaukee Bucks,129,Brooklyn Nets,125,0
Mon Nov 6 2023,Los Angeles Lakers,107,Miami Heat,108,1
Mon Nov 6 2023,Los Angeles Clippers,97,New York Knicks,111,1
Mon Nov 6 2023,Utah Jazz,113,Chicago Bulls,130,1
Mon Nov 6 2023,Sacramento Kings,97,Houston Rockets,122,1
Mon Nov 6 2023,Boston Celtics,109,Minnesota Timberwolves,114,1
Mon Nov 6 2023,Atlanta Hawks,117,Oklahoma City Thunder,126,1
Mon Nov 6 2023,New Orleans Pelicans,116,Denver Nuggets,134,1
Wed Nov 8 2023,Washington Wizards,132,Charlotte Hornets,116,0
Wed Nov 8 2023,Utah Jazz,118,Indiana Pacers,134,1
Wed Nov 8 2023,Boston Celtics,103,Philadelphia 76ers,106,1
Wed Nov 8 2023,Los Angeles Clippers,93,Brooklyn Nets,100,1
Wed Nov 8 2023,San Antonio Spurs,105,New York Knicks,126,1
Wed Nov 8 2023,Phoenix Suns,116,Chicago Bulls,115,0
Wed Nov 8 2023,Los Angeles Lakers,94,Houston Rockets,128,1
Wed Nov 8 2023,Miami Heat,108,Memphis Grizzlies,102,0
Wed Nov 8 2023,Detroit Pistons,118,Milwaukee Bucks,120,1
Wed Nov 8 2023,New Orleans Pelicans,101,Minnesota Timberwolves,122,1
Wed Nov 8 2023,Cleveland Cavaliers,120,Oklahoma City Thunder,128,1
Wed Nov 8 2023,Toronto Raptors,127,Dallas Mavericks,116,0
Wed Nov 8 2023,Golden State Warriors,105,Denver Nuggets,108,1
Wed Nov 8 2023,Portland Trail Blazers,118,Sacramento Kings,121,1
Thu Nov 9 2023,Milwaukee Bucks,124,Indiana Pacers,126,1
Thu Nov 9 2023,Atlanta Hawks,120,Orlando Magic,119,0
Fri Nov 10 2023,Philadelphia 76ers,114,Detroit Pistons,106,0
Fri Nov 10 2023,Charlotte Hornets,124,Washington Wizards,117,0
Fri Nov 10 2023,Brooklyn Nets,107,Boston Celtics,121,1
Fri Nov 10 2023,New Orleans Pelicans,101,Houston Rockets,104,1
Fri Nov 10 2023,Utah Jazz,127,Memphis Grizzlies,121,0
Fri Nov 10 2023,Minnesota Timberwolves,117,San Antonio Spurs,110,0
Fri Nov 10 2023,Los Angeles Clippers,126,Dallas Mavericks,144,1
Fri Nov 10 2023,Los Angeles Lakers,122,Phoenix Suns,119,0
Fri Nov 10 2023,Oklahoma City Thunder,98,Sacramento Kings,105,1
Sat Nov 11 2023,Milwaukee Bucks,97,Orlando Magic,112,1
Sat Nov 11 2023,Toronto Raptors,94,Boston Celtics,117,1
Sat Nov 11 2023,Miami Heat,117,Atlanta Hawks,109,0
Sat Nov 11 2023,Cleveland Cavaliers,118,Golden State Warriors,110,0
Sun Nov 12 2023,Charlotte Hornets,107,New York Knicks,129,1
Sun Nov 12 2023,Washington Wizards,94,Brooklyn Nets,102,1
Sun Nov 12 2023,Memphis Grizzlies,105,Los Angeles Clippers,101,0
Sun Nov 12 2023,Indiana Pacers,126,Philadelphia 76ers,137,1
Sun Nov 12 2023,Detroit Pistons,108,Chicago Bulls,119,1
Sun Nov 12 2023,Denver Nuggets,104,Houston Rockets,107,1
Sun Nov 12 2023,Dallas Mavericks,136,New Orleans Pelicans,124,0
Sun Nov 12 2023,Miami Heat,118,San Antonio Spurs,113,0
Sun Nov 12 2023,Oklahoma City Thunder,111,Phoenix Suns,99,0
Sun Nov 12 2023,Minnesota Timberwolves,116,Golden State Warriors,110,0
Sun Nov 12 2023,Portland Trail Blazers,110,Los Angeles Lakers,116,1
Mon Nov 13 2023,New York Knicks,98,Boston Celtics,114,1
Mon Nov 13 2023,Washington Wizards,107,Toronto Raptors,111,1
Mon Nov 13 2023,Chicago Bulls,109,Milwaukee Bucks,118,1
Mon Nov 13 2023,Cleveland Cavaliers,120,Sacramento Kings,132,1
Tue Nov 14 2023,Miami Heat,111,Charlotte Hornets,105,0
Tue Nov 14 2023,Atlanta Hawks,126,Detroit Pistons,120,0
Tue Nov 14 2023,Indiana Pacers,132,Philadelphia 76ers,126,0
Tue Nov 14 2023,Orlando Magic,104,Brooklyn Nets,124,1
Tue Nov 14 2023,San Antonio Spurs,87,Oklahoma City Thunder,123,1
Tue Nov 14 2023,Dallas Mavericks,110,New Orleans Pelicans,131,1
Tue Nov 14 2023,Portland Trail Blazers,99,Utah Jazz,115,1
Tue Nov 14 2023,Los Angeles Clippers,108,Denver Nuggets,111,1
Tue Nov 14 2023,Minnesota Timberwolves,104,Golden State Warriors,101,0
Tue Nov 14 2023,Memphis Grizzlies,107,Los Angeles Lakers,134,1
Wed Nov 15 2023,Dallas Mavericks,130,Washington Wizards,117,0
Wed Nov 15 2023,New York Knicks,116,Atlanta Hawks,114,0
Wed Nov 15 2023,Boston Celtics,117,Philadelphia 76ers,107,0
Wed Nov 15 2023,Milwaukee Bucks,128,Toronto Raptors,112,0
Wed Nov 15 2023,Orlando Magic,96,Chicago Bulls,94,0
Wed Nov 15 2023,Minnesota Timberwolves,115,Phoenix Suns,133,1
Wed Nov 15 2023,Sacramento Kings,125,Los Angeles Lakers,110,0
Wed Nov 15 2023,Cleveland Cavaliers,109,Portland Trail Blazers,95,0
Thu Nov 16 2023,Brooklyn Nets,115,Miami Heat,122,1
Thu Nov 16 2023,Oklahoma City Thunder,128,Golden State Warriors,109,0
Fri Nov 17 2023,Milwaukee Bucks,130,Charlotte Hornets,99,0
Fri Nov 17 2023,New York Knicks,120,Washington Wizards,99,0
Fri Nov 17 2023,Philadelphia 76ers,126,Atlanta Hawks,116,0
Fri Nov 17 2023,Detroit Pistons,100,Cleveland Cavaliers,108,1
Fri Nov 17 2023,Sacramento Kings,129,San Antonio Spurs,120,0
Fri Nov 17 2023,Boston Celtics,108,Toronto Raptors,105,0
Fri Nov 17 2023,Orlando Magic,103,Chicago Bulls,97,0
Fri Nov 17 2023,Denver Nuggets,110,New Orleans Pelicans,115,1
Fri Nov 17 2023,Los Angeles Lakers,107,Portland Trail Blazers,95,0
Fri Nov 17 2023,Phoenix Suns,131,Utah Jazz,128,0
Fri Nov 17 2023,Houston Rockets,100,Los Angeles Clippers,106,1
Sat Nov 18 2023,New York Knicks,122,Charlotte Hornets,108,0
Sat Nov 18 2023,Minnesota Timberwolves,121,New Orleans Pelicans,120,0
Sat Nov 18 2023,Miami Heat,97,Chicago Bulls,102,1
Sat Nov 18 2023,Dallas Mavericks,125,Milwaukee Bucks,132,1
Sat Nov 18 2023,Memphis Grizzlies,120,San Antonio Spurs,108,0
Sat Nov 18 2023,Oklahoma City Thunder,130,Golden State Warriors,123,0
Sun Nov 19 2023,Philadelphia 76ers,121,Brooklyn Nets,99,0
Sun Nov 19 2023,Detroit Pistons,113,Toronto Raptors,142,1
Sun Nov 19 2023,Orlando Magic,128,Indiana Pacers,116,0
Sun Nov 19 2023,Denver Nuggets,109,Cleveland Cavaliers,121,1
Sun Nov 19 2023,Sacramento Kings,129,Dallas Mavericks,113,0
Sun Nov 19 2023,Boston Celtics,102,Memphis Grizzlies,100,0
Sun Nov 19 2023,Phoenix Suns,140,Utah Jazz,137,0
Sun Nov 19 2023,Oklahoma City Thunder,134,Portland Trail Blazers,91,0
Sun Nov 19 2023,Houston Rockets,104,Los Angeles Lakers,105,1
Mon Nov 20 2023,Boston Celtics,118,Charlotte Hornets,121,1
Mon Nov 20 2023,Denver Nuggets,107,Detroit Pistons,103,0
Mon Nov 20 2023,Milwaukee Bucks,142,Washington Wizards,129,0
Mon Nov 20 2023,Miami Heat,118,Chicago Bulls,100,0
Mon Nov 20 2023,New York Knicks,100,Minnesota Timberwolves,117,1
Mon Nov 20 2023,Sacramento Kings,93,New Orleans Pelicans,129,1
Mon Nov 20 2023,Los Angeles Clippers,124,San Antonio Spurs,99,0
Mon Nov 20 2023,Houston Rockets,116,Golden State Warriors,121,1
Tue Nov 21 2023,Toronto Raptors,107,Orlando Magic,126,1
Tue Nov 21 2023,Indiana Pacers,157,Atlanta Hawks,152,0
Tue Nov 21 2023,Cleveland Cavaliers,122,Philadelphia 76ers,119,0
Tue Nov 21 2023,Portland Trail Blazers,107,Phoenix Suns,120,1
Tue Nov 21 2023,Utah Jazz,99,Los Angeles Lakers,131,1
Wed Nov 22 2023,Washington Wizards,114,Charlotte Hornets,117,1
Wed Nov 22 2023,Denver Nuggets,119,Orlando Magic,124,1
Wed Nov 22 2023,Brooklyn Nets,145,Atlanta Hawks,147,1
Wed Nov 22 2023,Milwaukee Bucks,116,Boston Celtics,119,1
Wed Nov 22 2023,Miami Heat,129,Cleveland Cavaliers,96,0
Wed Nov 22 2023,Toronto Raptors,132,Indiana Pacers,131,0
Wed Nov 22 2023,Memphis Grizzlies,91,Houston Rockets,111,1
Wed Nov 22 2023,Philadelphia 76ers,99,Minnesota Timberwolves,112,1
Wed Nov 22 2023,Sacramento Kings,112,New Orleans Pelicans,117,1
Wed Nov 22 2023,Chicago Bulls,102,Oklahoma City Thunder,116,1
Wed Nov 22 2023,Los Angeles Clippers,109,San Antonio Spurs,102,0
Wed Nov 22 2023,Golden State Warriors,115,Phoenix Suns,123,1
Wed Nov 22 2023,Utah Jazz,105,Portland Trail Blazers,121,1
Wed Nov 22 2023,Dallas Mavericks,104,Los Angeles Lakers,101,0
Fri Nov 24 2023,Boston Celtics,96,Orlando Magic,113,1
Fri Nov 24 2023,Phoenix Suns,110,Memphis Grizzlies,89,0
Fri Nov 24 2023,Miami Heat,98,New York Knicks,100,1
Fri Nov 24 2023,Chicago Bulls,108,Toronto Raptors,121,1
Fri Nov 24 2023,Denver Nuggets,86,Houston Rockets,105,1
Fri Nov 24 2023,Detroit Pistons,113,Indiana Pacers,136,1
Fri Nov 24 2023,Washington Wizards,128,Milwaukee Bucks,131,1
Fri Nov 24 2023,Sacramento Kings,124,Minnesota Timberwolves,111,0
Fri Nov 24 2023,San Antonio Spurs,112,Golden State Warriors,118,1
Fri Nov 24 2023,New Orleans Pelicans,116,Los Angeles Clippers,106,0
Sat Nov 25 2023,Philadelphia 76ers,127,Oklahoma City Thunder,123,0
Sat Nov 25 2023,Miami Heat,97,Brooklyn Nets,112,1
Sat Nov 25 2023,Atlanta Hawks,136,Washington Wizards,108,0
Sat Nov 25 2023,Los Angeles Lakers,121,Cleveland Cavaliers,115,0
Sat Nov 25 2023,New Orleans Pelicans,100,Utah Jazz,105,1
Sat Nov 25 2023,Dallas Mavericks,88,Los Angeles Clippers,107,1
Sun Nov 26 2023,Portland Trail Blazers,102,Milwaukee Bucks,108,1
Sun Nov 26 2023,Atlanta Hawks,103,Boston Celtics,113,1
Sun Nov 26 2023,Minnesota Timberwolves,119,Memphis Grizzlies,97,0
Sun Nov 26 2023,Phoenix Suns,116,New York Knicks,113,0
Sun Nov 26 2023,Charlotte Hornets,117,Orlando Magic,130,1
Sun Nov 26 2023,Chicago Bulls,109,Brooklyn Nets,118,1
Sun Nov 26 2023,Toronto Raptors,102,Cleveland Cavaliers,105,1
Sun Nov 26 2023,San Antonio Spurs,120,Denver Nuggets,132,1
Mon Nov 27 2023,Washington Wizards,126,Detroit Pistons,107,0
Mon Nov 27 2023,Portland Trail Blazers,114,Indiana Pacers,110,0
Mon Nov 27 2023,Los Angeles Lakers,94,Philadelphia 76ers,138,1
Mon Nov 27 2023,New Orleans Pelicans,112,Utah Jazz,114,1
Mon Nov 27 2023,Denver Nuggets,113,Los Angeles Clippers,104,0
Tue Nov 28 2023,Chicago Bulls,97,Boston Celtics,124,1
Tue Nov 28 2023,Toronto Raptors,103,Brooklyn Nets,115,1
Tue Nov 28 2023,Atlanta Hawks,105,Cleveland Cavaliers,128,1
Tue Nov 28 2023,Milwaukee Bucks,131,Miami Heat,124,0
Tue Nov 28 2023,Charlotte Hornets,91,New York Knicks,115,1
Tue Nov 28 2023,Oklahoma City Thunder,103,Minnesota Timberwolves,106,1
Tue Nov 28 2023,Houston Rockets,115,Dallas Mavericks,121,1
Tue Nov 28 2023,Golden State Warriors,123,Sacramento Kings,124,1
Wed Nov 29 2023,Los Angeles Lakers,133,Detroit Pistons,107,0
Wed Nov 29 2023,Washington Wizards,120,Orlando Magic,139,1
Wed Nov 29 2023,Phoenix Suns,105,Toronto Raptors,112,1
Wed Nov 29 2023,Utah Jazz,91,Memphis Grizzlies,105,1
Wed Nov 29 2023,Philadelphia 76ers,114,New Orleans Pelicans,124,1
Wed Nov 29 2023,Houston Rockets,124,Denver Nuggets,134,1
Wed Nov 29 2023,Los Angeles Clippers,131,Sacramento Kings,117,0
Thu Nov 30 2023,Portland Trail Blazers,103,Cleveland Cavaliers,95,0
Thu Nov 30 2023,Charlotte Hornets,129,Brooklyn Nets,128,0
Thu Nov 30 2023,Indiana Pacers,132,Miami Heat,142,1
Thu Nov 30 2023,Detroit Pistons,112,New York Knicks,118,1
Thu Nov 30 2023,Milwaukee Bucks,113,Chicago Bulls,120,1
Thu Nov 30 2023,Utah Jazz,90,Minnesota Timberwolves,101,1
Thu Nov 30 2023,Los Angeles Lakers,110,Oklahoma City Thunder,133,1
Thu Nov 30 2023,Atlanta Hawks,137,San Antonio Spurs,135,0
Thu Nov 30 2023,Los Angeles Clippers,114,Golden State Warriors,120,1
Mon Dec 18 2023,Los Angeles Clippers,151,Indiana Pacers,127,0
Sun Dec 17 2023,New Orleans Pelicans,146,San Antonio Spurs,110,0
Sat Dec 23 2023,Boston Celtics,145,Los Angeles Clippers,108,0
Sat Dec 2 2023,Indiana Pacers,144,Miami Heat,129,0
Wed Dec 20 2023,Boston Celtics,144,Sacramento Kings,119,0
Wed Dec 27 2023,Milwaukee Bucks,144,Brooklyn Nets,122,0
Wed Dec 13 2023,New Orleans Pelicans,142,Washington Wizards,122,0
Fri Dec 15 2023,New York Knicks,139,Phoenix Suns,122,0
Fri Dec 8 2023,Golden State Warriors,136,Oklahoma City Thunder,138,1
Sat Dec 16 2023,Philadelphia 76ers,135,Charlotte Hornets,82,0
Wed Dec 20 2023,Atlanta Hawks,134,Houston Rockets,127,0
Sun Dec 31 2023,Boston Celtics,134,San Antonio Spurs,101,0
Wed Dec 27 2023,Toronto Raptors,132,Washington Wizards,102,0
Sat Dec 30 2023,Dallas Mavericks,132,Golden State Warriors,122,0
Wed Dec 6 2023,Philadelphia 76ers,131,Washington Wizards,126,0
Mon Dec 11 2023,Indiana Pacers,131,Detroit Pistons,123,0
Sat Dec 16 2023,Dallas Mavericks,131,Portland Trail Blazers,120,0
Mon Dec 18 2023,Washington Wizards,131,Sacramento Kings,143,1
Fri Dec 29 2023,Philadelphia 76ers,131,Houston Rockets,127,0
Mon Dec 11 2023,Toronto Raptors,130,New York Knicks,136,1
Mon Dec 18 2023,Houston Rockets,130,Cleveland Cavaliers,135,1
Sat Dec 23 2023,Milwaukee Bucks,130,New York Knicks,111,0
Tue Dec 26 2023,Utah Jazz,130,San Antonio Spurs,118,0
Sun Dec 31 2023,Atlanta Hawks,130,Washington Wizards,126,0
Mon Dec 11 2023,Denver Nuggets,129,Atlanta Hawks,122,0
Mon Dec 11 2023,Chicago Bulls,129,Milwaukee Bucks,133,1
Wed Dec 13 2023,Philadelphia 76ers,129,Detroit Pistons,111,0
Sat Dec 23 2023,Los Angeles Lakers,129,Oklahoma City Thunder,120,0
Wed Dec 27 2023,Phoenix Suns,129,Houston Rockets,113,0
Thu Dec 7 2023,Indiana Pacers,128,Milwaukee Bucks,119,0
Wed Dec 13 2023,Atlanta Hawks,128,Toronto Raptors,135,1
Mon Dec 25 2023,Dallas Mavericks,128,Phoenix Suns,114,0
Fri Dec 29 2023,San Antonio Spurs,128,Portland Trail Blazers,134,1
Mon Dec 4 2023,New Orleans Pelicans,127,Sacramento Kings,117,0
Fri Dec 8 2023,Minnesota Timberwolves,127,Memphis Grizzlies,103,0
Mon Dec 11 2023,Portland Trail Blazers,127,Los Angeles Clippers,132,1
Tue Dec 26 2023,Orlando Magic,127,Washington Wizards,119,0
Sat Dec 30 2023,Toronto Raptors,127,Detroit Pistons,129,1
Sat Dec 2 2023,Oklahoma City Thunder,126,Dallas Mavericks,120,0
Wed Dec 13 2023,Indiana Pacers,126,Milwaukee Bucks,140,1
Tue Dec 19 2023,Boston Celtics,126,Golden State Warriors,132,1
Sat Dec 23 2023,Utah Jazz,126,Toronto Raptors,119,0
Mon Dec 25 2023,Boston Celtics,126,Los Angeles Lakers,115,0
Sat Dec 30 2023,New York Knicks,126,Indiana Pacers,140,1
Fri Dec 1 2023,Washington Wizards,125,Orlando Magic,130,1
Fri Dec 8 2023,Dallas Mavericks,125,Portland Trail Blazers,112,0
Tue Dec 12 2023,Los Angeles Lakers,125,Dallas Mavericks,127,1
Fri Dec 15 2023,Atlanta Hawks,125,Toronto Raptors,104,0
Sat Dec 23 2023,Memphis Grizzlies,125,Atlanta Hawks,119,0
Thu Dec 14 2023,Chicago Bulls,124,Miami Heat,116,0
Mon Dec 18 2023,Detroit Pistons,124,Atlanta Hawks,130,1
Sat Dec 2 2023,Minnesota Timberwolves,123,Charlotte Hornets,117,0
Fri Dec 8 2023,New York Knicks,123,Boston Celtics,133,1
Thu Dec 14 2023,Oklahoma City Thunder,123,Sacramento Kings,128,1
Fri Dec 15 2023,Indiana Pacers,123,Washington Wizards,137,1
Thu Dec 21 2023,New Orleans Pelicans,123,Cleveland Cavaliers,104,0
Tue Dec 26 2023,Indiana Pacers,123,Houston Rockets,117,0
Sun Dec 31 2023,Sacramento Kings,123,Memphis Grizzlies,92,0
Tue Dec 5 2023,New York Knicks,122,Milwaukee Bucks,146,1
Wed Dec 13 2023,Los Angeles Lakers,122,San Antonio Spurs,119,0
Thu Dec 14 2023,Utah Jazz,122,Portland Trail Blazers,114,0
Sat Dec 16 2023,New York Knicks,122,Los Angeles Clippers,144,1
Fri Dec 22 2023,Denver Nuggets,122,Brooklyn Nets,117,0
Mon Dec 25 2023,Milwaukee Bucks,122,New York Knicks,129,1
Thu Dec 28 2023,Detroit Pistons,122,Boston Celtics,128,1
Sat Dec 2 2023,Atlanta Hawks,121,Milwaukee Bucks,132,1
Fri Dec 8 2023,Chicago Bulls,121,San Antonio Spurs,112,0
Wed Dec 20 2023,New York Knicks,121,Brooklyn Nets,102,0
Mon Dec 11 2023,Dallas Mavericks,120,Memphis Grizzlies,113,0
Mon Dec 11 2023,Utah Jazz,120,Oklahoma City Thunder,134,1
Sat Dec 16 2023,Brooklyn Nets,120,Golden State Warriors,124,1
Wed Dec 20 2023,Los Angeles Clippers,120,Dallas Mavericks,111,0
Wed Dec 27 2023,New York Knicks,120,Oklahoma City Thunder,129,1
Thu Dec 28 2023,Indiana Pacers,120,Chicago Bulls,104,0
Fri Dec 1 2023,Philadelphia 76ers,119,Boston Celtics,125,1
Fri Dec 1 2023,New York Knicks,119,Toronto Raptors,106,0
Fri Dec 1 2023,Denver Nuggets,119,Phoenix Suns,111,0
Thu Dec 14 2023,Minnesota Timberwolves,119,Dallas Mavericks,101,0
Sat Dec 16 2023,Atlanta Hawks,119,Cleveland Cavaliers,127,1
Sun Dec 17 2023,Houston Rockets,119,Milwaukee Bucks,128,1
Tue Dec 19 2023,San Antonio Spurs,119,Milwaukee Bucks,132,1
Thu Dec 21 2023,Utah Jazz,119,Detroit Pistons,111,0
Sat Dec 23 2023,San Antonio Spurs,119,Dallas Mavericks,144,1
Fri Dec 29 2023,Milwaukee Bucks,119,Cleveland Cavaliers,111,0
Fri Dec 29 2023,Oklahoma City Thunder,119,Denver Nuggets,93,0
Fri Dec 29 2023,Charlotte Hornets,119,Phoenix Suns,133,1
Sat Dec 2 2023,New Orleans Pelicans,118,Chicago Bulls,124,1
Mon Dec 11 2023,Brooklyn Nets,118,Sacramento Kings,131,1
Sat Dec 16 2023,Oklahoma City Thunder,118,Denver Nuggets,117,0
Sun Dec 17 2023,Golden State Warriors,118,Portland Trail Blazers,114,0
Thu Dec 21 2023,Washington Wizards,118,Portland Trail Blazers,117,0
Fri Dec 22 2023,Washington Wizards,118,Golden State Warriors,129,1
Tue Dec 26 2023,Brooklyn Nets,118,Detroit Pistons,112,0
Thu Dec 28 2023,San Antonio Spurs,118,Portland Trail Blazers,105,0
Fri Dec 29 2023,Toronto Raptors,118,Boston Celtics,120,1
Sat Dec 2 2023,Denver Nuggets,117,Sacramento Kings,123,1
Fri Dec 8 2023,Los Angeles Clippers,117,Utah Jazz,103,0
Sat Dec 23 2023,Orlando Magic,117,Indiana Pacers,110,0
Fri Dec 29 2023,Sacramento Kings,117,Atlanta Hawks,110,0
Wed Dec 6 2023,Memphis Grizzlies,116,Detroit Pistons,102,0
Fri Dec 8 2023,Toronto Raptors,116,Charlotte Hornets,119,1
Mon Dec 11 2023,Miami Heat,116,Charlotte Hornets,114,0
