Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Dec 31 2023,7:00p,Brooklyn Nets,108,Oklahoma City Thunder,124,Box Score,,18203,2:19,Paycom Center,
Mon Dec 11 2023,8:00p,Minnesota Timberwolves,107,New Orleans Pelicans,121,Box Score,,16487,2:19,Smoothie King Center,
Thu Dec 14 2023,7:30p,Cleveland Cavaliers,107,Boston Celtics,116,Box Score,,19156,2:07,TD Garden,
Sun Dec 31 2023,8:00p,Orlando Magic,107,Phoenix Suns,112,Box Score,,17071,2:06,Footprint Center,
Fri Dec 1 2023,8:00p,San Antonio Spurs,106,New Orleans Pelicans,121,Box Score,,17028,2:09,Smoothie King Center,
Wed Dec 6 2023,10:00p,Portland Trail Blazers,106,Golden State Warriors,110,Box Score,,18064,2:20,Chase Center,
Sat Dec 23 2023,7:00p,Houston Rockets,106,New Orleans Pelicans,104,Box Score,,17399,2:26,Smoothie King Center,
Sat Dec 23 2023,8:30p,Portland Trail Blazers,106,Golden State Warriors,126,Box Score,,18064,2:10,Chase Center,
Tue Dec 26 2023,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,129,Box Score,,18203,2:14,Paycom Center,
Fri Dec 29 2023,10:30p,Memphis Grizzlies,106,Los Angeles Clippers,117,Box Score,,19370,2:15,Crypto.com Arena,
Sat Dec 30 2023,8:00p,Los Angeles Lakers,106,Minnesota Timberwolves,108,Box Score,,18024,2:29,Target Center,
Fri Dec 22 2023,10:00p,Phoenix Suns,105,Sacramento Kings,120,Box Score,,17794,2:18,Golden 1 Center,
Thu Dec 28 2023,8:00p,Utah Jazz,105,New Orleans Pelicans,112,Box Score,,17753,2:07,Smoothie King Center,
Thu Dec 28 2023,9:00p,Memphis Grizzlies,105,Denver Nuggets,142,Box Score,,19733,2:06,Ball Arena,
Wed Dec 13 2023,7:30p,Charlotte Hornets,104,Miami Heat,115,Box Score,,19600,2:04,Kaseya Center,
Wed Dec 13 2023,8:00p,Memphis Grizzlies,104,Houston Rockets,117,Box Score,,16813,2:19,Toyota Center,
Sat Dec 16 2023,10:00p,Utah Jazz,104,Sacramento Kings,125,Box Score,,17794,2:06,Golden 1 Center,
Mon Dec 18 2023,9:00p,Dallas Mavericks,104,Denver Nuggets,130,Box Score,,19659,2:03,Ball Arena,
Tue Dec 19 2023,10:00p,Phoenix Suns,104,Portland Trail Blazers,109,Box Score,,18233,2:17,Moda Center,
Tue Dec 26 2023,10:30p,Charlotte Hornets,104,Los Angeles Clippers,113,Box Score,,19370,2:06,Crypto.com Arena,
Fri Dec 29 2023,7:00p,Brooklyn Nets,104,Washington Wizards,110,Box Score,,16825,2:04,Capital One Arena,
Tue Dec 5 2023,10:00p,Phoenix Suns,103,Los Angeles Lakers,106,Box Score,,18664,2:28,Crypto.com Arena,In-Season Tournament
Fri Dec 15 2023,8:00p,Houston Rockets,103,Memphis Grizzlies,96,Box Score,,16941,2:20,FedEx Forum,
Thu Dec 21 2023,8:00p,Indiana Pacers,103,Memphis Grizzlies,116,Box Score,,18160,2:14,FedEx Forum,
Wed Dec 6 2023,10:00p,Denver Nuggets,102,Los Angeles Clippers,111,Box Score,,16365,2:13,Crypto.com Arena,
Sat Dec 23 2023,7:00p,Denver Nuggets,102,Charlotte Hornets,95,Box Score,,19165,2:09,Spectrum Center,
Sat Dec 2 2023,7:00p,Orlando Magic,101,Brooklyn Nets,129,Box Score,,17966,2:20,Barclays Center,
Wed Dec 6 2023,8:00p,Oklahoma City Thunder,101,Houston Rockets,110,Box Score,,16291,2:10,Toyota Center,
Mon Dec 11 2023,7:00p,Washington Wizards,101,Philadelphia 76ers,146,Box Score,,19762,2:12,Wells Fargo Center,
Thu Dec 14 2023,9:00p,Brooklyn Nets,101,Denver Nuggets,124,Box Score,,19636,2:12,Ball Arena,
Wed Dec 6 2023,8:00p,Charlotte Hornets,100,Chicago Bulls,111,Box Score,,17689,2:17,United Center,
Tue Dec 12 2023,10:30p,Sacramento Kings,99,Los Angeles Clippers,119,Box Score,,17060,2:11,Crypto.com Arena,
Mon Dec 18 2023,7:30p,Charlotte Hornets,99,Toronto Raptors,114,Box Score,,19288,2:05,Scotiabank Arena,
Sat Dec 2 2023,10:30p,Houston Rockets,97,Los Angeles Lakers,107,Box Score,,18997,2:17,Crypto.com Arena,
Wed Dec 6 2023,8:30p,Utah Jazz,97,Dallas Mavericks,147,Box Score,,19877,2:02,American Airlines Center,
Fri Dec 8 2023,7:30p,Washington Wizards,97,Brooklyn Nets,124,Box Score,,16587,2:09,Barclays Center,
Sun Dec 17 2023,3:00p,Orlando Magic,97,Boston Celtics,114,Box Score,,19156,2:10,TD Garden,
Mon Dec 18 2023,8:00p,Memphis Grizzlies,97,Oklahoma City Thunder,116,Box Score,,16409,2:07,Paycom Center,
Fri Dec 22 2023,8:00p,Dallas Mavericks,96,Houston Rockets,122,Box Score,,18055,2:09,Toyota Center,
Thu Dec 21 2023,8:00p,San Antonio Spurs,95,Chicago Bulls,114,Box Score,,20697,2:02,United Center,
Wed Dec 6 2023,7:30p,San Antonio Spurs,94,Minnesota Timberwolves,102,Box Score,,18024,2:15,Target Center,
Mon Dec 11 2023,7:00p,Cleveland Cavaliers,94,Orlando Magic,104,Box Score,,19032,2:25,Kia Center,
Fri Dec 15 2023,7:00p,Detroit Pistons,92,Philadelphia 76ers,124,Box Score,,19761,2:11,Wells Fargo Center,
Sat Dec 30 2023,8:00p,Philadelphia 76ers,92,Chicago Bulls,105,Box Score,,21648,2:10,United Center,
Fri Dec 8 2023,7:00p,Detroit Pistons,91,Orlando Magic,123,Box Score,,18655,2:08,Kia Center,
Thu Dec 7 2023,9:00p,New Orleans Pelicans,89,Los Angeles Lakers,133,Box Score,,18017,2:12,T-Mobile Arena,In-Season Tournament
Mon Dec 11 2023,8:00p,San Antonio Spurs,82,Houston Rockets,93,Box Score,,16481,2:07,Toyota Center,
Mon Jan 1 2024,3:00p,Minnesota Timberwolves,106,New York Knicks,112,Box Score,,19812,2:28,Madison Square Garden (IV),
Mon Jan 1 2024,7:30p,Cleveland Cavaliers,121,Toronto Raptors,124,Box Score,,19800,2:28,Scotiabank Arena,
Mon Jan 1 2024,8:00p,Detroit Pistons,113,Houston Rockets,136,Box Score,,18055,2:06,Toyota Center,
Mon Jan 1 2024,8:00p,Indiana Pacers,122,Milwaukee Bucks,113,Box Score,,17922,2:22,Fiserv Forum,
Mon Jan 1 2024,9:00p,Charlotte Hornets,93,Denver Nuggets,111,Box Score,,19625,2:01,Ball Arena,
Mon Jan 1 2024,9:00p,Portland Trail Blazers,88,Phoenix Suns,109,Box Score,,17071,2:12,Footprint Center,
Mon Jan 1 2024,9:00p,Dallas Mavericks,90,Utah Jazz,127,Box Score,,18206,2:05,Delta Center,
Mon Jan 1 2024,10:30p,Miami Heat,104,Los Angeles Clippers,121,Box Score,,19370,2:10,Crypto.com Arena,
Tue Jan 2 2024,7:00p,Chicago Bulls,97,Philadelphia 76ers,110,Box Score,,19772,2:17,Wells Fargo Center,
Tue Jan 2 2024,8:00p,San Antonio Spurs,98,Memphis Grizzlies,106,Box Score,,17794,2:21,FedEx Forum,
Tue Jan 2 2024,8:00p,Brooklyn Nets,85,New Orleans Pelicans,112,Box Score,,16253,1:56,Smoothie King Center,
Tue Jan 2 2024,8:00p,Boston Celtics,123,Oklahoma City Thunder,127,Box Score,,18203,2:16,Paycom Center,
Tue Jan 2 2024,10:00p,Orlando Magic,115,Golden State Warriors,121,Box Score,,18064,2:33,Chase Center,
Tue Jan 2 2024,10:00p,Charlotte Hornets,111,Sacramento Kings,104,Box Score,,17832,2:10,Golden 1 Center,
Wed Jan 3 2024,7:00p,Washington Wizards,101,Cleveland Cavaliers,140,Box Score,,19432,1:57,Rocket Mortgage Fieldhouse,
Wed Jan 3 2024,7:00p,Milwaukee Bucks,130,Indiana Pacers,142,Box Score,,17274,2:35,Gainbridge Fieldhouse,
Wed Jan 3 2024,7:30p,Oklahoma City Thunder,138,Atlanta Hawks,141,Box Score,,17770,2:27,State Farm Arena,
Wed Jan 3 2024,8:00p,Brooklyn Nets,101,Houston Rockets,112,Box Score,,16563,2:15,Toyota Center,
Wed Jan 3 2024,8:00p,Toronto Raptors,116,Memphis Grizzlies,111,Box Score,,16385,2:13,FedEx Forum,
Wed Jan 3 2024,8:00p,New Orleans Pelicans,117,Minnesota Timberwolves,106,Box Score,,18024,2:11,Target Center,
Wed Jan 3 2024,8:30p,Portland Trail Blazers,97,Dallas Mavericks,126,Box Score,,20077,2:22,American Airlines Center,
Wed Jan 3 2024,8:30p,Chicago Bulls,100,New York Knicks,116,Box Score,,19812,2:13,Madison Square Garden (IV),
Wed Jan 3 2024,9:00p,Los Angeles Clippers,131,Phoenix Suns,122,Box Score,,17071,2:28,Footprint Center,
Wed Jan 3 2024,9:00p,Detroit Pistons,148,Utah Jazz,154,Box Score,OT,18206,2:43,Delta Center,
Wed Jan 3 2024,10:00p,Miami Heat,110,Los Angeles Lakers,96,Box Score,,18997,2:14,Crypto.com Arena,
Wed Jan 3 2024,10:00p,Orlando Magic,135,Sacramento Kings,138,Box Score,2OT,17832,2:59,Golden 1 Center,
Thu Jan 4 2024,7:30p,Milwaukee Bucks,125,San Antonio Spurs,121,Box Score,,19082,2:16,Frost Bank Center,
Thu Jan 4 2024,10:00p,Denver Nuggets,130,Golden State Warriors,127,Box Score,,18064,2:22,Chase Center,
Fri Jan 5 2024,7:00p,Utah Jazz,97,Boston Celtics,126,Box Score,,19156,2:10,TD Garden,
Fri Jan 5 2024,7:00p,Atlanta Hawks,116,Indiana Pacers,150,Box Score,,17274,2:03,Gainbridge Fieldhouse,
Fri Jan 5 2024,7:30p,Oklahoma City Thunder,115,Brooklyn Nets,124,Box Score,,18147,2:22,Barclays Center,
Fri Jan 5 2024,7:30p,Washington Wizards,90,Cleveland Cavaliers,114,Box Score,,19432,2:05,Rocket Mortgage Fieldhouse,
Fri Jan 5 2024,7:30p,New York Knicks,128,Philadelphia 76ers,92,Box Score,,20461,2:21,Wells Fargo Center,
Fri Jan 5 2024,8:00p,Charlotte Hornets,91,Chicago Bulls,104,Box Score,,21345,2:06,United Center,
Fri Jan 5 2024,8:00p,Minnesota Timberwolves,122,Houston Rockets,95,Box Score,,18055,2:04,Toyota Center,
Fri Jan 5 2024,8:00p,Los Angeles Clippers,111,New Orleans Pelicans,95,Box Score,,18329,1:58,Smoothie King Center,
Fri Jan 5 2024,8:30p,Portland Trail Blazers,103,Dallas Mavericks,139,Box Score,,20162,2:05,American Airlines Center,
Fri Jan 5 2024,9:00p,Orlando Magic,122,Denver Nuggets,120,Box Score,,19659,2:15,Ball Arena,
Fri Jan 5 2024,9:00p,Miami Heat,97,Phoenix Suns,113,Box Score,,17071,2:07,Footprint Center,
Fri Jan 5 2024,10:00p,Detroit Pistons,109,Golden State Warriors,113,Box Score,,18064,2:19,Chase Center,
Fri Jan 5 2024,10:00p,Memphis Grizzlies,127,Los Angeles Lakers,113,Box Score,,18997,2:15,Crypto.com Arena,
Fri Jan 5 2024,10:00p,Toronto Raptors,130,Sacramento Kings,135,Box Score,,17941,2:21,Golden 1 Center,
Sat Jan 6 2024,7:00p,Boston Celtics,118,Indiana Pacers,101,Box Score,,17274,2:11,Gainbridge Fieldhouse,
Sat Jan 6 2024,7:00p,New York Knicks,121,Washington Wizards,105,Box Score,,20333,2:10,Capital One Arena,
Sat Jan 6 2024,7:30p,Utah Jazz,120,Philadelphia 76ers,109,Box Score,,20278,2:13,Wells Fargo Center,
Sat Jan 6 2024,8:00p,Milwaukee Bucks,108,Houston Rockets,112,Box Score,,18055,2:37,Toyota Center,
Sun Jan 7 2024,1:00p,San Antonio Spurs,115,Cleveland Cavaliers,117,Box Score,,19432,2:18,Rocket Mortgage Fieldhouse,
Sun Jan 7 2024,3:00p,Portland Trail Blazers,134,Brooklyn Nets,127,Box Score,OT,17732,2:40,Barclays Center,
Sun Jan 7 2024,6:00p,Atlanta Hawks,110,Orlando Magic,117,Box Score,OT,19349,2:35,Kia Center,
Sun Jan 7 2024,6:00p,New Orleans Pelicans,133,Sacramento Kings,100,Box Score,,17832,1:56,Golden 1 Center,
Sun Jan 7 2024,7:30p,Minnesota Timberwolves,108,Dallas Mavericks,115,Box Score,,20111,2:17,American Airlines Center,
Sun Jan 7 2024,8:00p,Detroit Pistons,114,Denver Nuggets,131,Box Score,,19623,2:15,Ball Arena,
Sun Jan 7 2024,8:00p,Memphis Grizzlies,121,Phoenix Suns,115,Box Score,,17071,2:21,Footprint Center,
Sun Jan 7 2024,8:30p,Toronto Raptors,133,Golden State Warriors,118,Box Score,,18064,2:00,Chase Center,
Sun Jan 7 2024,9:30p,Los Angeles Clippers,103,Los Angeles Lakers,106,Box Score,,18997,2:16,Crypto.com Arena,
Mon Jan 8 2024,7:00p,Chicago Bulls,119,Charlotte Hornets,112,Box Score,OT,14418,2:18,Spectrum Center,
Mon Jan 8 2024,7:00p,Boston Celtics,131,Indiana Pacers,133,Box Score,,16009,2:24,Gainbridge Fieldhouse,
Mon Jan 8 2024,7:00p,Oklahoma City Thunder,136,Washington Wizards,128,Box Score,,15297,2:16,Capital One Arena,
Mon Jan 8 2024,7:30p,Houston Rockets,113,Miami Heat,120,Box Score,,19694,2:19,Kaseya Center,
Mon Jan 8 2024,8:00p,Utah Jazz,132,Milwaukee Bucks,116,Box Score,,17341,2:10,Fiserv Forum,
Mon Jan 8 2024,10:30p,Phoenix Suns,111,Los Angeles Clippers,138,Box Score,,19370,2:11,Crypto.com Arena,
Tue Jan 9 2024,7:00p,Sacramento Kings,131,Detroit Pistons,110,Box Score,,13992,2:12,Little Caesars Arena,
Tue Jan 9 2024,7:00p,Minnesota Timberwolves,113,Orlando Magic,92,Box Score,,19223,2:07,Kia Center,
Tue Jan 9 2024,7:30p,Portland Trail Blazers,84,New York Knicks,112,Box Score,,19812,2:04,Madison Square Garden (IV),
Tue Jan 9 2024,8:30p,Memphis Grizzlies,120,Dallas Mavericks,103,Box Score,,20116,2:18,American Airlines Center,
Tue Jan 9 2024,10:30p,Toronto Raptors,131,Los Angeles Lakers,132,Box Score,,18997,2:28,Crypto.com Arena,
Wed Jan 10 2024,7:00p,Minnesota Timberwolves,120,Boston Celtics,127,Box Score,OT,19156,2:37,TD Garden,
Wed Jan 10 2024,7:00p,Sacramento Kings,123,Charlotte Hornets,98,Box Score,,14173,2:02,Spectrum Center,
Wed Jan 10 2024,7:00p,San Antonio Spurs,130,Detroit Pistons,108,Box Score,,17833,2:05,Little Caesars Arena,
Wed Jan 10 2024,7:00p,Washington Wizards,104,Indiana Pacers,112,Box Score,,15721,2:17,Gainbridge Fieldhouse,
Wed Jan 10 2024,7:30p,Philadelphia 76ers,132,Atlanta Hawks,139,Box Score,OT,16089,2:37,State Farm Arena,
Wed Jan 10 2024,7:30p,Oklahoma City Thunder,128,Miami Heat,120,Box Score,,19636,2:14,Kaseya Center,
Wed Jan 10 2024,8:00p,Houston Rockets,119,Chicago Bulls,124,Box Score,OT,21149,2:36,United Center,
Wed Jan 10 2024,8:30p,New Orleans Pelicans,141,Golden State Warriors,105,Box Score,,18064,2:13,Chase Center,
Wed Jan 10 2024,10:00p,Denver Nuggets,111,Utah Jazz,124,Box Score,,18206,2:23,Delta Center,
Wed Jan 10 2024,10:30p,Toronto Raptors,120,Los Angeles Clippers,126,Box Score,,19370,2:07,Crypto.com Arena,
Thu Jan 11 2024,2:00p,Brooklyn Nets,102,Cleveland Cavaliers,111,Box Score,,15887,2:31,AccorHotels Arena,at Paris France
Thu Jan 11 2024,7:30p,Boston Celtics,102,Milwaukee Bucks,135,Box Score,,17781,2:12,Fiserv Forum,
Thu Jan 11 2024,8:00p,Portland Trail Blazers,77,Oklahoma City Thunder,139,Box Score,,15828,1:58,Paycom Center,
Thu Jan 11 2024,8:30p,New York Knicks,124,Dallas Mavericks,128,Box Score,,20040,2:24,American Airlines Center,
Thu Jan 11 2024,10:00p,Phoenix Suns,127,Los Angeles Lakers,109,Box Score,,18416,2:19,Crypto.com Arena,
Fri Jan 12 2024,7:30p,Indiana Pacers,126,Atlanta Hawks,108,Box Score,,15596,2:06,State Farm Arena,
Fri Jan 12 2024,7:30p,Houston Rockets,112,Detroit Pistons,110,Box Score,,13987,2:10,Little Caesars Arena,
Fri Jan 12 2024,7:30p,Sacramento Kings,93,Philadelphia 76ers,112,Box Score,,19766,2:16,Wells Fargo Center,
Fri Jan 12 2024,8:00p,Golden State Warriors,140,Chicago Bulls,131,Box Score,,21153,2:19,United Center,
Fri Jan 12 2024,8:00p,Los Angeles Clippers,128,Memphis Grizzlies,119,Box Score,,16617,2:07,FedEx Forum,
Fri Jan 12 2024,8:00p,Orlando Magic,96,Miami Heat,99,Box Score,,19650,2:27,Kaseya Center,
Fri Jan 12 2024,8:00p,Portland Trail Blazers,93,Minnesota Timberwolves,116,Box Score,,18024,2:12,Target Center,
Fri Jan 12 2024,8:00p,Charlotte Hornets,99,San Antonio Spurs,135,Box Score,,18073,2:21,Frost Bank Center,
Fri Jan 12 2024,9:30p,Toronto Raptors,113,Utah Jazz,145,Box Score,,18206,2:10,Delta Center,
Fri Jan 12 2024,10:00p,New Orleans Pelicans,113,Denver Nuggets,125,Box Score,,19638,2:16,Ball Arena,
Sat Jan 13 2024,7:00p,Houston Rockets,113,Boston Celtics,145,Box Score,,19156,2:06,TD Garden,
Sat Jan 13 2024,7:30p,Washington Wizards,127,Atlanta Hawks,99,Box Score,,17108,2:14,State Farm Arena,
Sat Jan 13 2024,8:00p,New York Knicks,106,Memphis Grizzlies,94,Box Score,,16598,2:02,FedEx Forum,
Sat Jan 13 2024,8:00p,Golden State Warriors,118,Milwaukee Bucks,129,Box Score,,18009,2:08,Fiserv Forum,
Sat Jan 13 2024,8:00p,Orlando Magic,100,Oklahoma City Thunder,112,Box Score,,18203,2:10,Paycom Center,
Sat Jan 13 2024,8:30p,New Orleans Pelicans,118,Dallas Mavericks,108,Box Score,,20155,2:10,American Airlines Center,
Sat Jan 13 2024,8:30p,Chicago Bulls,122,San Antonio Spurs,116,Box Score,,18354,2:08,Frost Bank Center,
Sat Jan 13 2024,9:30p,Los Angeles Lakers,125,Utah Jazz,132,Box Score,,18206,2:18,Delta Center,
Sun Jan 14 2024,3:30p,Indiana Pacers,109,Denver Nuggets,117,Box Score,,19631,2:17,Ball Arena,
Sun Jan 14 2024,6:00p,Charlotte Hornets,87,Miami Heat,104,Box Score,,19831,2:14,Kaseya Center,
Sun Jan 14 2024,7:00p,Sacramento Kings,142,Milwaukee Bucks,143,Box Score,OT,17612,2:39,Fiserv Forum,
Sun Jan 14 2024,7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109,Box Score,,18024,2:26,Target Center,
Sun Jan 14 2024,9:00p,Phoenix Suns,127,Portland Trail Blazers,116,Box Score,,18071,2:13,Moda Center,
Mon Jan 15 2024,1:00p,Houston Rockets,115,Philadelphia 76ers,124,Box Score,,20822,2:25,Wells Fargo Center,
Mon Jan 15 2024,2:30p,New Orleans Pelicans,120,Dallas Mavericks,125,Box Score,,20010,2:29,American Airlines Center,
Mon Jan 15 2024,3:00p,Orlando Magic,98,New York Knicks,94,Box Score,,19812,2:16,Madison Square Garden (IV),
Mon Jan 15 2024,3:00p,Detroit Pistons,129,Washington Wizards,117,Box Score,,15156,2:06,Capital One Arena,
Mon Jan 15 2024,3:30p,San Antonio Spurs,99,Atlanta Hawks,109,Box Score,,17447,2:17,State Farm Arena,
Mon Jan 15 2024,6:00p,Golden State Warriors,107,Memphis Grizzlies,116,Box Score,,16612,2:22,FedEx Forum,
Mon Jan 15 2024,7:00p,Chicago Bulls,91,Cleveland Cavaliers,109,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
Mon Jan 15 2024,7:30p,Miami Heat,96,Brooklyn Nets,95,Box Score,OT,17893,2:28,Barclays Center,
Mon Jan 15 2024,7:30p,Boston Celtics,105,Toronto Raptors,96,Box Score,,19278,2:06,Scotiabank Arena,
Mon Jan 15 2024,9:00p,Indiana Pacers,105,Utah Jazz,132,Box Score,,18206,2:15,Delta Center,
Mon Jan 15 2024,10:30p,Oklahoma City Thunder,105,Los Angeles Lakers,112,Box Score,,18997,2:05,Crypto.com Arena,
Tue Jan 16 2024,7:30p,Denver Nuggets,121,Philadelphia 76ers,126,Box Score,,19775,2:28,Wells Fargo Center,
Tue Jan 16 2024,9:00p,Sacramento Kings,117,Phoenix Suns,119,Box Score,,17071,2:14,Footprint Center,
Tue Jan 16 2024,10:00p,Oklahoma City Thunder,117,Los Angeles Clippers,128,Box Score,,19370,2:20,Crypto.com Arena,
Wed Jan 17 2024,7:00p,Minnesota Timberwolves,124,Detroit Pistons,117,Box Score,,16022,2:07,Little Caesars Arena,
Wed Jan 17 2024,7:30p,Orlando Magic,104,Atlanta Hawks,106,Box Score,,14541,2:14,State Farm Arena,
Wed Jan 17 2024,7:30p,San Antonio Spurs,98,Boston Celtics,117,Box Score,,19156,2:00,TD Garden,
Wed Jan 17 2024,7:30p,Milwaukee Bucks,95,Cleveland Cavaliers,135,Box Score,,19432,2:02,Rocket Mortgage Fieldhouse,
Wed Jan 17 2024,7:30p,Houston Rockets,94,New York Knicks,109,Box Score,,19439,2:15,Madison Square Garden (IV),
Wed Jan 17 2024,7:30p,Miami Heat,97,Toronto Raptors,121,Box Score,,19631,2:01,Scotiabank Arena,
Wed Jan 17 2024,8:00p,Charlotte Hornets,112,New Orleans Pelicans,132,Box Score,,16093,2:04,Smoothie King Center,
Wed Jan 17 2024,8:30p,Dallas Mavericks,110,Los Angeles Lakers,127,Box Score,,18338,2:17,Crypto.com Arena,
Wed Jan 17 2024,10:00p,Brooklyn Nets,103,Portland Trail Blazers,105,Box Score,,17021,2:13,Moda Center,
Thu Jan 18 2024,7:30p,Washington Wizards,109,New York Knicks,113,Box Score,,19466,2:24,Madison Square Garden (IV),
Thu Jan 18 2024,7:30p,Chicago Bulls,116,Toronto Raptors,110,Box Score,,19312,2:13,Scotiabank Arena,
Thu Jan 18 2024,9:00p,Oklahoma City Thunder,134,Utah Jazz,129,Box Score,,18206,2:24,Delta Center,
Thu Jan 18 2024,10:00p,Memphis Grizzlies,103,Minnesota Timberwolves,118,Box Score,,18024,2:15,Target Center,
Thu Jan 18 2024,10:00p,Indiana Pacers,126,Sacramento Kings,121,Box Score,,17832,2:24,Golden 1 Center,
Fri Jan 19 2024,7:00p,San Antonio Spurs,120,Charlotte Hornets,124,Box Score,,19093,2:10,Spectrum Center,
Fri Jan 19 2024,7:00p,Philadelphia 76ers,124,Orlando Magic,109,Box Score,,19063,2:16,Kia Center,
Fri Jan 19 2024,7:30p,Denver Nuggets,102,Boston Celtics,100,Box Score,,19156,2:12,TD Garden,
Fri Jan 19 2024,8:00p,Atlanta Hawks,109,Miami Heat,108,Box Score,,20040,2:34,Kaseya Center,
Fri Jan 19 2024,8:00p,Phoenix Suns,123,New Orleans Pelicans,109,Box Score,,18686,2:07,Smoothie King Center,
Fri Jan 19 2024,10:00p,Indiana Pacers,115,Portland Trail Blazers,118,Box Score,,18595,2:26,Moda Center,
Fri Jan 19 2024,10:30p,Brooklyn Nets,130,Los Angeles Lakers,112,Box Score,,18997,2:11,Crypto.com Arena,
Sat Jan 20 2024,3:00p,Milwaukee Bucks,141,Detroit Pistons,135,Box Score,,19996,2:27,Little Caesars Arena,
Sat Jan 20 2024,7:00p,Philadelphia 76ers,97,Charlotte Hornets,89,Box Score,,18261,2:09,Spectrum Center,
Sat Jan 20 2024,7:00p,San Antonio Spurs,131,Washington Wizards,127,Box Score,,17922,2:17,Capital One Arena,
Sat Jan 20 2024,7:30p,Cleveland Cavaliers,116,Atlanta Hawks,95,Box Score,,17047,2:04,State Farm Arena,
Sat Jan 20 2024,7:30p,Toronto Raptors,100,New York Knicks,126,Box Score,,19812,2:11,Madison Square Garden (IV),
Sat Jan 20 2024,8:00p,Memphis Grizzlies,96,Chicago Bulls,125,Box Score,,21441,2:07,United Center,
Sat Jan 20 2024,8:00p,Utah Jazz,126,Houston Rockets,127,Box Score,OT,16618,2:41,Toyota Center,
Sat Jan 20 2024,8:00p,Oklahoma City Thunder,102,Minnesota Timberwolves,97,Box Score,,18024,2:24,Target Center,
Sun Jan 21 2024,3:30p,Brooklyn Nets,114,Los Angeles Clippers,125,Box Score,,19370,2:20,Crypto.com Arena,
Sun Jan 21 2024,6:00p,Miami Heat,87,Orlando Magic,105,Box Score,,18102,2:17,Kia Center,
Sun Jan 21 2024,6:00p,Denver Nuggets,113,Washington Wizards,104,Box Score,,17107,2:09,Capital One Arena,
Sun Jan 21 2024,7:00p,Boston Celtics,116,Houston Rockets,107,Box Score,,18055,2:09,Toyota Center,
Sun Jan 21 2024,8:00p,Indiana Pacers,110,Phoenix Suns,117,Box Score,,17071,2:19,Footprint Center,
Sun Jan 21 2024,10:00p,Portland Trail Blazers,110,Los Angeles Lakers,134,Box Score,,18997,2:04,Crypto.com Arena,
Mon Jan 22 2024,7:00p,Milwaukee Bucks,122,Detroit Pistons,113,Box Score,,17201,2:19,Little Caesars Arena,
Mon Jan 22 2024,7:00p,Cleveland Cavaliers,126,Orlando Magic,99,Box Score,,19301,2:12,Kia Center,
Mon Jan 22 2024,7:00p,San Antonio Spurs,123,Philadelphia 76ers,133,Box Score,,20511,2:19,Wells Fargo Center,
Mon Jan 22 2024,7:30p,Memphis Grizzlies,108,Toronto Raptors,100,Box Score,,18577,2:06,Scotiabank Arena,
Mon Jan 22 2024,8:00p,Charlotte Hornets,128,Minnesota Timberwolves,125,Box Score,,18024,2:11,Target Center,
Mon Jan 22 2024,8:30p,Boston Celtics,119,Dallas Mavericks,110,Box Score,,20277,2:07,American Airlines Center,
Mon Jan 22 2024,9:00p,Chicago Bulls,113,Phoenix Suns,115,Box Score,,17071,2:11,Footprint Center,
Mon Jan 22 2024,10:00p,Atlanta Hawks,107,Sacramento Kings,122,Box Score,,17832,2:13,Golden 1 Center,
Tue Jan 23 2024,7:00p,Denver Nuggets,114,Indiana Pacers,109,Box Score,,16004,2:16,Gainbridge Fieldhouse,
Tue Jan 23 2024,7:30p,New York Knicks,108,Brooklyn Nets,103,Box Score,,17732,2:12,Barclays Center,
Tue Jan 23 2024,8:00p,Utah Jazz,124,New Orleans Pelicans,153,Box Score,,16032,2:05,Smoothie King Center,
Tue Jan 23 2024,8:00p,Portland Trail Blazers,109,Oklahoma City Thunder,111,Box Score,,15874,2:11,Paycom Center,
Tue Jan 23 2024,10:00p,Los Angeles Lakers,116,Los Angeles Clippers,127,Box Score,,19370,2:10,Crypto.com Arena,
Wed Jan 24 2024,7:00p,Charlotte Hornets,106,Detroit Pistons,113,Box Score,,15020,2:10,Little Caesars Arena,
Wed Jan 24 2024,7:00p,Minnesota Timberwolves,118,Washington Wizards,107,Box Score,,15446,2:20,Capital One Arena,
Wed Jan 24 2024,7:30p,Memphis Grizzlies,105,Miami Heat,96,Box Score,,19600,2:13,Kaseya Center,
Wed Jan 24 2024,8:00p,Portland Trail Blazers,137,Houston Rockets,131,Box Score,OT,18055,2:25,Toyota Center,
Wed Jan 24 2024,8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,126,Box Score,,17510,2:09,Fiserv Forum,
Wed Jan 24 2024,8:30p,Phoenix Suns,132,Dallas Mavericks,109,Box Score,,20202,2:22,American Airlines Center,
Wed Jan 24 2024,9:30p,Oklahoma City Thunder,140,San Antonio Spurs,114,Box Score,,18130,2:13,Frost Bank Center,
Wed Jan 24 2024,10:00p,Atlanta Hawks,112,Golden State Warriors,134,Box Score,,18064,2:08,Chase Center,
